"id","log2(fc)","PValue","FDR","Symbol","transcDNA_MAX_MAX_gene_id","transcDNA_MAX_MAX_tx_len","transcDNA_MAX_MAX_symbol","transcDNA_mean_MEAN_gene_id","transcDNA_mean_MEAN_avg_len","transcDNA_mean_MEAN_symbol","transcDNA_median_MEDIAN_gene_id","transcDNA_median_MEDIAN_median_len","transcDNA_median_MEDIAN_symbol"
"ENSG00000284461",2.4258055813719,"2.095802601723e-13",1.00107772207369e-11,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000071794",-1.09224916426793,"2.53698439502228e-13",1.19534707677422e-11,"HLTF","6596",5320,"HLTF","6596",2388.44444444444,"HLTF","6596",1276,"HLTF"
"ENSG00000154920",1.03910495936594,"3.50771855555756e-13",1.63495516222614e-11,"EME1","146956",2354,"EME1","146956",1323.1,"EME1","146956",1224,"EME1"
"ENSG00000147650",-1.58295990611852,"3.79916502548317e-13",1.75999338931073e-11,"LRP12","29967",5008,"LRP12","29967",2766.14285714286,"LRP12","29967",3350,"LRP12"
"ENSG00000178695",-1.39083817365658,"3.80643359473744e-13",1.75999338931073e-11,"KCTD12","115207",6231,"KCTD12","115207",6231,"KCTD12","115207",6231,"KCTD12"
"ENSG00000205269",1.08836653947051,"4.1477880384974e-13",1.90260573543668e-11,"TMEM170B","100113407",8891,"TMEM170B","100113407",8891,"TMEM170B","100113407",8891,"TMEM170B"
"ENSG00000164251",-1.27450318452602,"4.44090019937149e-13",2.03168254767552e-11,"F2RL1","2150",2861,"F2RL1","2150",1734,"F2RL1","2150",1734,"F2RL1"
"ENSG00000115825",-1.11678292043447,"5.06878047515779e-13",2.30072211148589e-11,"PRKD3","23683",6156,"PRKD3","23683",2273.8,"PRKD3","23683",727.5,"PRKD3"
"ENSG00000154814",-1.28678701800769,"5.29308940813806e-13",2.39002284499234e-11,"OXNAD1","92106",3983,"OXNAD1","92106",1962.66666666667,"OXNAD1","92106",1681,"OXNAD1"
"ENSG00000171246",-1.21702742904438,"6.15579984915148e-13",2.76516615503724e-11,"NPTX1","4884",5439,"NPTX1","4884",3770.2,"NPTX1","4884",4378,"NPTX1"
"ENSG00000054219",-1.399068986879,"6.4504254752096e-13",2.87516522659793e-11,"LY75","4065",6932,"LY75","4065",2934,"LY75","4065",2105.5,"LY75"
"ENSG00000174574",-1.20960400888285,"6.94393311952569e-13",3.07145041733306e-11,"AKIRIN1","79647",2688,"AKIRIN1","79647",1494.75,"AKIRIN1","79647",1286.5,"AKIRIN1"
"ENSG00000158156",1.2603296300873,"8.24086780282628e-13",3.62660931048743e-11,"XKR8","55113",4991,"XKR8","55113",2275.33333333333,"XKR8","55113",2178,"XKR8"
"ENSG00000136827",-1.23318807944577,"8.2827048555497e-13",3.63579289849054e-11,"TOR1A","1861",2285,"TOR1A","1861",1607,"TOR1A","1861",1668,"TOR1A"
"ENSG00000148835",1.00459561948837,"8.35517050096948e-13",3.65719157648184e-11,"TAF5","6877",4616,"TAF5","6877",2443.6,"TAF5","6877",2145.5,"TAF5"
"ENSG00000168528",-1.11557208138598,"8.81586266574544e-13",3.82145606903401e-11,"SERINC2","347735",2807,"SERINC2","347735",1953.66666666667,"SERINC2","347735",2067,"SERINC2"
"ENSG00000136155",1.05819107105211,"9.06336955167407e-13",3.91894674953807e-11,"SCEL","8796",3194,"SCEL","8796",2446,"SCEL","8796",3081,"SCEL"
"ENSG00000155959",-1.15115234730824,"9.55919865827664e-13",4.11282743265158e-11,"VBP1","7411",1616,"VBP1","7411",1173.25,"VBP1","7411",1245.5,"VBP1"
"ENSG00000130193",-1.80091794846716,"9.6971010951681e-13",4.16183257151286e-11,"THEM6","51337",2239,"THEM6","51337",1395,"THEM6","51337",1395,"THEM6"
"ENSG00000091409",-1.09767477413495,"1.04960116299069e-12",4.49358878150509e-11,"ITGA6","3655",5816,"ITGA6","3655",2793.08333333333,"ITGA6","3655",2115.5,"ITGA6"
"ENSG00000146463",-1.30887260583065,"1.0526415666318e-12",4.49550544921892e-11,"ZMYM4","9202",7366,"ZMYM4","9202",2565.66666666667,"ZMYM4","9202",566,"ZMYM4"
"ENSG00000114383",1.03137935244413,"1.06374105224029e-12",4.50958584469298e-11,"TUSC2","11334",1669,"TUSC2","11334",846,"TUSC2","11334",735,"TUSC2"
"ENSG00000143382",-1.05175154301262,"1.09431313324795e-12",4.61661688987497e-11,"ADAMTSL4","54507",4319,"ADAMTSL4","54507",3357.625,"ADAMTSL4","54507",3813,"ADAMTSL4"
"ENSG00000119922",-1.57238763230203,"1.18015909091189e-12",4.9546679121843e-11,"IFIT2","3433",3703,"IFIT2","3433",3078.875,"IFIT2","3433",3387.5,"IFIT2"
"ENSG00000104643",1.05830940118883,"1.43399746718373e-12",5.93414846861542e-11,"MTMR9","66036",7084,"MTMR9","66036",3767.71428571429,"MTMR9","66036",3503,"MTMR9"
"ENSG00000168672",-1.07778663718379,"1.52181036425866e-12",6.26761755484105e-11,"LRATD2","157638",5488,"LRATD2","157638",3166,"LRATD2","157638",3166,"LRATD2"
"ENSG00000001630",-1.04805935554918,"1.5766187905919e-12",6.46264614895342e-11,"CYP51A1","1595",7108,"CYP51A1","1595",2759.66666666667,"CYP51A1","1595",2106,"CYP51A1"
"ENSG00000078142",-1.02965980502361,"1.6180723602242e-12",6.60135450680645e-11,"PIK3C3","5289",9415,"PIK3C3","5289",2004.125,"PIK3C3","5289",633.5,"PIK3C3"
"ENSG00000047932",-1.04701264333736,"1.78007840370236e-12",7.17785568413842e-11,"GOPC","57120",4597,"GOPC","57120",3644.25,"GOPC","57120",4525,"GOPC"
"ENSG00000105695",-1.96570327157875,"1.88893712027272e-12",7.58154646490942e-11,"MAG","4099",2426,"MAG","4099",1241.25,"MAG","4099",580,"MAG"
"ENSG00000085382",-1.08476695270159,"1.98230547529088e-12",7.91963010047665e-11,"HACE1","57531",5318,"HACE1","57531",2519.41666666667,"HACE1","57531",2264.5,"HACE1"
"ENSG00000112249",-1.00985918331726,"2.41459350478961e-12",9.49356843073629e-11,"ASCC3","10973",8111,"ASCC3","10973",2966,"ASCC3","10973",2828,"ASCC3"
"ENSG00000064651",-1.20409242654103,"2.7999512208914e-12",1.09097425211317e-10,"SLC12A2","6558",6874,"SLC12A2","6558",3192.5,"SLC12A2","6558",3635,"SLC12A2"
"ENSG00000024526",-1.03852879885777,"2.85493108985245e-12",1.10990247011102e-10,"DEPDC1","55635",5299,"DEPDC1","55635",2947.6,"DEPDC1","55635",2658,"DEPDC1"
"ENSG00000166311",1.18157314653688,"2.97474949833201e-12",1.15132101677631e-10,"SMPD1","6609",2446,"SMPD1","6609",1638.625,"SMPD1","6609",1819.5,"SMPD1"
"ENSG00000135452",1.36318959928891,"3.3222484812325e-12",1.28295025425591e-10,"TSPAN31","6302",3678,"TSPAN31","6302",1265.5,"TSPAN31","6302",747.5,"TSPAN31"
"ENSG00000171552",-1.14188650579297,"3.34956257727596e-12",1.2906236783864e-10,"BCL2L1","598",3257,"BCL2L1","598",2423.6,"BCL2L1","598",2444,"BCL2L1"
"ENSG00000099953",1.13480637519581,"3.45163273220643e-12",1.32700354642411e-10,"MMP11","4320",3823,"MMP11","4320",1164.38461538462,"MMP11","4320",703,"MMP11"
"ENSG00000111880",-1.09973298304239,"3.70311637968146e-12",1.41740253658492e-10,"RNGTT","8732",4825,"RNGTT","8732",2485.25,"RNGTT","8732",1871,"RNGTT"
"ENSG00000008441",-1.20202764074724,"3.90274193736095e-12",1.49052075885245e-10,"NFIX","4784",6019,"NFIX","4784",1834.11764705882,"NFIX","4784",1487,"NFIX"
"ENSG00000008405",-1.09118304359659,"3.99841022525313e-12",1.52370186583877e-10,"CRY1","1407",3834,"CRY1","1407",1748.6,"CRY1","1407",830,"CRY1"
"ENSG00000007168",-1.18912893752417,"5.08006255451847e-12",1.90656287083974e-10,"PAFAH1B1","5048",8092,"PAFAH1B1","5048",3293.55172413793,"PAFAH1B1","5048",3544,"PAFAH1B1"
"ENSG00000173698",-1.13314311429143,"5.21487354541082e-12",1.95091771671658e-10,"ADGRG2","10149",5788,"ADGRG2","10149",4682.81818181818,"ADGRG2","10149",4684,"ADGRG2"
"ENSG00000168300",-1.13996922159709,"5.22074987344423e-12",1.95091771671658e-10,"PCMTD1","115294",4252,"PCMTD1","115294",2196.75,"PCMTD1","115294",1458,"PCMTD1"
"ENSG00000130962",-1.29236803368492,"5.27831216641216e-12",1.96818612157893e-10,"PRRG1","5638",4600,"PRRG1","5638",2474.77777777778,"PRRG1","5638",1663,"PRRG1"
"ENSG00000186283",-1.18823848834035,"5.59882729507938e-12",2.07875945330581e-10,"TOR3A","64222",2031,"TOR3A","64222",983.428571428571,"TOR3A","64222",730,"TOR3A"
"ENSG00000007202",-1.1325239090132,"5.80967420082588e-12",2.15243463607094e-10,"BLTP2","9703",7428,"BLTP2","9703",1628.93333333333,"BLTP2","9703",577,"BLTP2"
"ENSG00000155858",1.21786884975301,"6.11545279531749e-12",2.24652194953411e-10,"LSM11","134353",6567,"LSM11","134353",6567,"LSM11","134353",6567,"LSM11"
"ENSG00000162591",-1.00817911240786,"6.14308629852874e-12",2.24715133607996e-10,"MEGF6","1953",7443,"MEGF6","1953",2399.28571428571,"MEGF6","1953",1156,"MEGF6"
"ENSG00000221963",-1.11844515043139,"6.35707782433227e-12",2.32053415570731e-10,"APOL6","80830",10065,"APOL6","80830",10065,"APOL6","80830",10065,"APOL6"
"ENSG00000129654",-1.66548788471308,"6.46256867110652e-12",2.35408567622513e-10,"FOXJ1","2302",2587,"FOXJ1","2302",2587,"FOXJ1","2302",2587,"FOXJ1"
"ENSG00000163430",-1.08170196478648,"7.34036319027537e-12",2.65155327825385e-10,"FSTL1","11167",5732,"FSTL1","11167",2266.7,"FSTL1","11167",1409.5,"FSTL1"
"ENSG00000164951",-1.21257561145158,"7.93743880160734e-12",2.86127341748586e-10,"PDP1","54704",4358,"PDP1","54704",1711.8,"PDP1","54704",940,"PDP1"
"ENSG00000211448",-1.28425470022134,"7.96169166478338e-12",2.86406165509708e-10,"DIO2","1734",6367,"DIO2","1734",2083.75,"DIO2","1734",880,"DIO2"
"ENSG00000205208",-1.26014379139573,"8.63948350407125e-12",3.0886598861256e-10,"C4orf46","201725",3366,"C4orf46","201725",2609,"C4orf46","201725",3358,"C4orf46"
"ENSG00000115963",-1.09778882410568,"1.15533559172683e-11",4.06335980222139e-10,"RND3","390",2777,"RND3","390",1219.22222222222,"RND3","390",505,"RND3"
"ENSG00000118257",-1.0932254559574,"1.41450729013767e-11",4.91505849773488e-10,"NRP2","8828",6662,"NRP2","8828",2130.76470588235,"NRP2","8828",1072,"NRP2"
"ENSG00000099250",-1.0978386511456,"1.46717492292113e-11",5.0878691977059e-10,"NRP1","8829",5882,"NRP1","8829",3046.15384615385,"NRP1","8829",2804,"NRP1"
"ENSG00000174130",1.12448000563142,"1.50094915762927e-11",5.19460228425826e-10,"TLR6","10333",6698,"TLR6","10333",4922,"TLR6","10333",4922,"TLR6"
"ENSG00000005812",-1.12072621071834,"1.56221791282082e-11",5.3958757749801e-10,"FBXL3","26224",3506,"FBXL3","26224",1531.33333333333,"FBXL3","26224",827,"FBXL3"
"ENSG00000134243",-1.1175669550114,"1.65275304670487e-11",5.69723361368105e-10,"SORT1","6272",6993,"SORT1","6272",1832.4,"SORT1","6272",572,"SORT1"
"ENSG00000134762",-1.04667255321457,"1.91084942430325e-11",6.53495427376608e-10,"DSC3","1825",7583,"DSC3","1825",5156,"DSC3","1825",6978,"DSC3"
"ENSG00000110013",-1.28455869448338,"1.99656247376722e-11",6.81464502611216e-10,"SIAE","54414",5441,"SIAE","54414",2291.83333333333,"SIAE","54414",2126,"SIAE"
"ENSG00000134375",-1.24005486856786,"2.00852869855465e-11",6.84201947038095e-10,"TIMM17A","10440",2523,"TIMM17A","10440",1413.75,"TIMM17A","10440",1235.5,"TIMM17A"
"ENSG00000198363",-1.22662724583645,"2.12811287220222e-11",7.22100764992453e-10,"ASPH","444",6337,"ASPH","444",1720.03333333333,"ASPH","444",846.5,"ASPH"
"ENSG00000152642",-1.48974430953381,"2.1538282984623e-11",7.29399001309332e-10,"GPD1L","23171",3947,"GPD1L","23171",1556.28571428571,"GPD1L","23171",621,"GPD1L"
"ENSG00000213463",-1.13085698259369,"2.1730826695675e-11",7.34484998199432e-10,"SYNJ2BP","55333",7057,"SYNJ2BP","55333",2871.66666666667,"SYNJ2BP","55333",902,"SYNJ2BP"
"ENSG00000184678",1.02169200523596,"2.26704526130981e-11",7.63267918171859e-10,"H2BC21","8349",2224,"H2BC21","8349",2224,"H2BC21","8349",2224,"H2BC21"
"ENSG00000169896",3.29974547510134,"2.30384260140088e-11",7.74153621428097e-10,"ITGAM","3684",4745,"ITGAM","3684",1549.25,"ITGAM","3684",536.5,"ITGAM"
"ENSG00000092201",-1.0638094489702,"2.35524973483019e-11",7.89897004878542e-10,"SUPT16H","11198",4433,"SUPT16H","11198",1464.375,"SUPT16H","11198",901.5,"SUPT16H"
"ENSG00000173542",-1.13299190729162,"2.42590536825139e-11",8.12022648264689e-10,"MOB1B","92597",6930,"MOB1B","92597",2296,"MOB1B","92597",1107,"MOB1B"
"ENSG00000150556",-1.25200869640131,"2.47329520189552e-11",8.24701259724353e-10,"LYPD6B","130576",1719,"LYPD6B","130576",904.636363636364,"LYPD6B","130576",589,"LYPD6B"
"ENSG00000198121",-1.499922313745,"2.587322263231e-11",8.61066808486801e-10,"LPAR1","1902",3818,"LPAR1","1902",2830.8,"LPAR1","1902",2993,"LPAR1"
"ENSG00000155621",1.01990205794381,"2.61304680853029e-11",8.67962042396681e-10,"C9orf85","138241",3321,"C9orf85","138241",1288.66666666667,"C9orf85","138241",1004.5,"C9orf85"
"ENSG00000168646",1.12987659648055,"2.63238802845187e-11",8.72714646755774e-10,"AXIN2","8313",4260,"AXIN2","8313",1861.77777777778,"AXIN2","8313",1060,"AXIN2"
"ENSG00000151116",-1.06097792388363,"2.76441518520931e-11",9.14736543823362e-10,"UEVLD","55293",4207,"UEVLD","55293",1511.53846153846,"UEVLD","55293",1354,"UEVLD"
"ENSG00000163701",-1.49235586757458,"2.80424188360394e-11",9.26147619424927e-10,"IL17RE","132014",2808,"IL17RE","132014",1621.81818181818,"IL17RE","132014",2011,"IL17RE"
"ENSG00000042445",-1.12051226720625,"2.87889827230745e-11",9.488965800623e-10,"RETSAT","54884",3141,"RETSAT","54884",1537.28571428571,"RETSAT","54884",1500,"RETSAT"
"ENSG00000128656",1.47539443546811,"2.90324288343948e-11",9.53396370377975e-10,"CHN1","1123",3156,"CHN1","1123",1163,"CHN1","1123",1014,"CHN1"
"ENSG00000265763",-1.22297482364497,"3.50832622389752e-11",1.13279084536609e-09,"ZNF488","118738",3516,"ZNF488","118738",3444,"ZNF488","118738",3444,"ZNF488"
"ENSG00000181885",-1.09843618338448,"3.58651180775703e-11",1.15373892828755e-09,"CLDN7","1366",1923,"CLDN7","1366",957.888888888889,"CLDN7","1366",743,"CLDN7"
"ENSG00000154764",-1.8059037175596,"3.84542785229955e-11",1.22807138088836e-09,"WNT7A","7476",3991,"WNT7A","7476",1641,"WNT7A","7476",531,"WNT7A"
"ENSG00000074527",-1.09942814717594,"3.97013295944096e-11",1.26540690043652e-09,"NTN4","59277",3621,"NTN4","59277",1813.75,"NTN4","59277",1894.5,"NTN4"
"ENSG00000176597",-1.2667865406949,"4.3132351800655e-11",1.3722419227001e-09,"B3GNT5","84002",4108,"B3GNT5","84002",1361.5,"B3GNT5","84002",673.5,"B3GNT5"
"ENSG00000124766",-1.25531004403595,"4.39877767689008e-11",1.3913429454856e-09,"SOX4","6659",4869,"SOX4","6659",4869,"SOX4","6659",4869,"SOX4"
"ENSG00000164823",-1.12548252478726,"4.51708754261184e-11",1.42144792924404e-09,"OSGIN2","734",4230,"OSGIN2","734",3307.5,"OSGIN2","734",4099.5,"OSGIN2"
"ENSG00000173166",-1.16814452932477,"4.64975782339963e-11",1.45790507956467e-09,"RAPH1","65059",9699,"RAPH1","65059",2638.53846153846,"RAPH1","65059",1860,"RAPH1"
"ENSG00000065534",-1.0975736438623,"4.71351469874654e-11",1.4699214273663e-09,"MYLK","4638",10113,"MYLK","4638",3319.03571428571,"MYLK","4638",2809,"MYLK"
"ENSG00000146072",-1.10864222636778,"5.35434149277252e-11",1.66378005632944e-09,"TNFRSF21","27242",3595,"TNFRSF21","27242",3595,"TNFRSF21","27242",3595,"TNFRSF21"
"ENSG00000074603",-1.11224195984751,"5.6118720795011e-11",1.73447860938448e-09,"DPP8","54878",8699,"DPP8","54878",2201.1875,"DPP8","54878",994.5,"DPP8"
"ENSG00000179841",-1.41137415037979,"5.85667195396035e-11",1.80370932521703e-09,"AKAP5","9495",6487,"AKAP5","9495",6487,"AKAP5","9495",6487,"AKAP5"
"ENSG00000134294",-1.00865069668955,"6.02904768613229e-11",1.846955085333e-09,"SLC38A2","54407",4795,"SLC38A2","54407",1408.42857142857,"SLC38A2","54407",723.5,"SLC38A2"
"ENSG00000164078",-1.24784121437793,"6.30651582612839e-11",1.92854811127408e-09,"MST1R","4486",4772,"MST1R","4486",2230.15384615385,"MST1R","4486",1626,"MST1R"
"ENSG00000121060",-1.00708641400474,"7.02756034017433e-11",2.13773453926812e-09,"TRIM25","7706",5745,"TRIM25","7706",1836.3,"TRIM25","7706",1138.5,"TRIM25"
"ENSG00000119729",-1.12661374833766,"7.24925831021285e-11",2.20131155588057e-09,"RHOQ","23433",4780,"RHOQ","23433",1170.125,"RHOQ","23433",701.5,"RHOQ"
"ENSG00000145416",1.11209650612829,"7.3009441310111e-11",2.21313059943359e-09,"MARCHF1","55016",6140,"MARCHF1","55016",1938.53333333333,"MARCHF1","55016",656,"MARCHF1"
"ENSG00000182919",-1.59792912616619,"7.33436205765427e-11",2.21938051863294e-09,"C11orf54","28970",4163,"C11orf54","28970",1622.46666666667,"C11orf54","28970",1258,"C11orf54"
"ENSG00000170385",-1.03783809440102,"7.53411196663018e-11",2.27189508503306e-09,"SLC30A1","7779",5893,"SLC30A1","7779",5893,"SLC30A1","7779",5893,"SLC30A1"
"ENSG00000244694",3.64627885204158,"7.60841143516175e-11",2.28634741549861e-09,"PTCHD4","442213",25280,"PTCHD4","442213",8899.75,"PTCHD4","442213",4758,"PTCHD4"
"ENSG00000148082",-2.44901746803872,"7.87981511098302e-11",2.36380820431375e-09,"SHC3","53358",9819,"SHC3","53358",5194,"SHC3","53358",5194,"SHC3"
"ENSG00000170340",-1.10959422486154,"8.05936646035241e-11",2.4051868340112e-09,"B3GNT2","10678",2761,"B3GNT2","10678",2598.5,"B3GNT2","10678",2598.5,"B3GNT2"
"ENSG00000174125",1.2194369191663,"8.80650593662476e-11",2.61465764443727e-09,"TLR1","7096",2851,"TLR1","7096",1045.5,"TLR1","7096",612,"TLR1"
"ENSG00000219545",-1.09456241917033,"8.95004730574642e-11",2.65273282451859e-09,"UMAD1","729852",2386,"UMAD1","729852",1363.63636363636,"UMAD1","729852",941,"UMAD1"
"ENSG00000184992",-1.10274268699045,"8.99659160794531e-11",2.66197784795501e-09,"BRI3BP","140707",6703,"BRI3BP","140707",5105.66666666667,"BRI3BP","140707",6703,"BRI3BP"
"ENSG00000164902",-1.11645338727936,"9.05242016898464e-11",2.67393378722359e-09,"PHAX","51808",3609,"PHAX","51808",1382.4,"PHAX","51808",847,"PHAX"
"ENSG00000153253",4.2142111710053,"9.40446672394729e-11",2.77319810419255e-09,"SCN3A","6328",9102,"SCN3A","6328",5698.75,"SCN3A","6328",6069.5,"SCN3A"
"ENSG00000184110",-1.01068567753701,"1.00553719739093e-10",2.95508635009514e-09,"EIF3C","8663",3957,"EIF3C","8663",1677.5,"EIF3C","8663",615,"EIF3C"
"ENSG00000148735",1.56607973880413,"1.31800036573177e-10",3.82794109571577e-09,"PLEKHS1","79949",4154,"PLEKHS1","79949",1869.4,"PLEKHS1","79949",1793.5,"PLEKHS1"
"ENSG00000182791",1.47705142086012,"1.33333008579378e-10",3.86598835411009e-09,"CCDC87","55231",2888,"CCDC87","55231",2888,"CCDC87","55231",2888,"CCDC87"
"ENSG00000171016",-1.39608422313755,"1.34036722020909e-10",3.87990437916618e-09,"PYGO1","26108",8861,"PYGO1","26108",6507.33333333333,"PYGO1","26108",8488,"PYGO1"
"ENSG00000115232",-1.26614387746707,"1.39374664957527e-10",4.02099386971474e-09,"ITGA4","3676",6781,"ITGA4","3676",1658.81818181818,"ITGA4","3676",1144,"ITGA4"
"ENSG00000116039",1.39772222721956,"1.52594327313245e-10",4.3660611242316e-09,"ATP6V1B1","525",1907,"ATP6V1B1","525",1123.22222222222,"ATP6V1B1","525",984,"ATP6V1B1"
"ENSG00000118922",-1.07613923336558,"1.54143577191739e-10",4.39588073178874e-09,"KLF12","11278",11074,"KLF12","11278",7675,"KLF12","11278",10832,"KLF12"
"ENSG00000196372",1.04976755558622,"1.54399824401354e-10",4.39595821887534e-09,"ASB13","79754",2780,"ASB13","79754",1846.8,"ASB13","79754",2565,"ASB13"
"ENSG00000092847",-1.25145821358303,"1.65901342768016e-10",4.70026696446834e-09,"AGO1","26523",13712,"AGO1","26523",6165.5,"AGO1","26523",4016.5,"AGO1"
"ENSG00000164125",-1.37036986429863,"1.66764231783331e-10",4.70932412848725e-09,"GASK1B","51313",4985,"GASK1B","51313",2313.66666666667,"GASK1B","51313",701,"GASK1B"
"ENSG00000163286",-1.39102349166271,"1.84054271772448e-10",5.14284790648518e-09,"ALPG","251",2492,"ALPG","251",2492,"ALPG","251",2492,"ALPG"
"ENSG00000187049",1.0027674868769,"2.09931780131122e-10",5.79561294090589e-09,"TMEM216","51259",1351,"TMEM216","51259",1008.875,"TMEM216","51259",1057.5,"TMEM216"
"ENSG00000235863",1.53092068587523,"2.32568007219238e-10",6.36156135978163e-09,"B3GALT4","8705",1703,"B3GALT4","8705",1695.8,"B3GALT4","8705",1694,"B3GALT4"
"ENSG00000278828",1.58007346670012,"2.32610294832548e-10",6.36156135978163e-09,"H3C10","8357",1250,"H3C10","8357",868,"H3C10","8357",868,"H3C10"
"ENSG00000101782",-1.13420606160273,"2.44479828039665e-10",6.61316027828355e-09,"RIOK3","8780",3574,"RIOK3","8780",1515.27272727273,"RIOK3","8780",888,"RIOK3"
"ENSG00000073060",-1.02132675707397,"2.45134212600584e-10",6.62053288517372e-09,"SCARB1","949",5527,"SCARB1","949",2612.5,"SCARB1","949",2755,"SCARB1"
"ENSG00000168994",-1.08900571139703,"2.68078602187144e-10",7.19537907635123e-09,"PXDC1","221749",1878,"PXDC1","221749",1411.25,"PXDC1","221749",1617.5,"PXDC1"
"ENSG00000198796",1.19872903008969,"2.75857597202463e-10",7.38131925600849e-09,"ALPK2","115701",7437,"ALPK2","115701",2436.6,"ALPK2","115701",847,"ALPK2"
"ENSG00000156218",-1.30659128182221,"2.77380212641966e-10",7.41062481818036e-09,"ADAMTSL3","57188",7299,"ADAMTSL3","57188",2978.5,"ADAMTSL3","57188",1521.5,"ADAMTSL3"
"ENSG00000203667",-1.18249035788677,"2.89918791966094e-10",7.70694770598158e-09,"COX20","116228",2616,"COX20","116228",1754.8,"COX20","116228",2290,"COX20"
"ENSG00000080493",-3.05475523102213,"3.00906301669555e-10",7.95337555586649e-09,"SLC4A4","8671",7716,"SLC4A4","8671",4460.2,"SLC4A4","8671",4020.5,"SLC4A4"
"ENSG00000171056",-1.81595996576134,"3.0638232036986e-10",8.06581224762081e-09,"SOX7","83595",3215,"SOX7","83595",2484,"SOX7","83595",2484,"SOX7"
"ENSG00000253368",1.12287771760764,"3.26014555988318e-10",8.55184022130324e-09,"TRNP1","388610",1961,"TRNP1","388610",1268,"TRNP1","388610",1268,"TRNP1"
"ENSG00000215186",1.81564693968273,"3.28632395625561e-10",8.60748807817463e-09,"GOLGA6B","55889",5380,"GOLGA6B","55889",2891,"GOLGA6B","55889",2891,"GOLGA6B"
"ENSG00000054598",-1.09532951061933,"3.6129639725143e-10",9.39208130726018e-09,"FOXC1","2296",3983,"FOXC1","2296",3983,"FOXC1","2296",3983,"FOXC1"
"ENSG00000133739",-1.0608370629948,"3.77830723323399e-10",9.74881980908395e-09,"LRRCC1","85444",4493,"LRRCC1","85444",2755,"LRRCC1","85444",2592.5,"LRRCC1"
"ENSG00000079101",1.55876368674128,"3.81477094424169e-10",9.81369635047578e-09,"CLUL1","27098",2449,"CLUL1","27098",1232.46153846154,"CLUL1","27098",692,"CLUL1"
"ENSG00000166165",-1.32931602304824,"3.97037685467928e-10",1.01537410447322e-08,"CKB","1152",1492,"CKB","1152",796.111111111111,"CKB","1152",750.5,"CKB"
"ENSG00000112562",-1.48791864232331,"5.04690547735427e-10",1.26092642754821e-08,"SMOC2","64094",3150,"SMOC2","64094",1826,"SMOC2","64094",1877,"SMOC2"
"ENSG00000068697",-1.00761825569481,"5.90439444119658e-10",1.45420873886232e-08,"LAPTM4A","9741",1365,"LAPTM4A","9741",926,"LAPTM4A","9741",926,"LAPTM4A"
"ENSG00000155158",1.20083074652035,"6.07928218932336e-10",1.49515849476139e-08,"TTC39B","158219",10339,"TTC39B","158219",2603.22222222222,"TTC39B","158219",1950,"TTC39B"
"ENSG00000143156",-1.18933873081886,"6.21930065036999e-10",1.5252680901947e-08,"NME7","29922",4298,"NME7","29922",1122.14285714286,"NME7","29922",769,"NME7"
"ENSG00000171223",-1.15006939990005,"6.36672622031763e-10",1.55263946461445e-08,"JUNB","3726",1830,"JUNB","3726",1830,"JUNB","3726",1830,"JUNB"
"ENSG00000108932",1.1302173150079,"6.37645426591374e-10",1.55282781624548e-08,"SLC16A6","9120",3807,"SLC16A6","9120",2164.75,"SLC16A6","9120",2137.5,"SLC16A6"
"ENSG00000158715",1.0455713491593,"6.40558359372636e-10",1.55773371573101e-08,"SLC45A3","85414",3391,"SLC45A3","85414",2919.5,"SLC45A3","85414",2919.5,"SLC45A3"
"ENSG00000148734",1.69924592821704,"6.58332360675285e-10",1.59637973627433e-08,"NPFFR1","64106",9249,"NPFFR1","64106",9249,"NPFFR1","64106",9249,"NPFFR1"
"ENSG00000156136",-1.06150150101878,"6.59212117868631e-10",1.59637973627433e-08,"DCK","1633",2683,"DCK","1633",2077.4,"DCK","1633",2506,"DCK"
"ENSG00000198753",-2.18684750831956,"6.79591864106643e-10",1.6388655537893e-08,"PLXNB3","5365",6377,"PLXNB3","5365",1903.77777777778,"PLXNB3","5365",717,"PLXNB3"
"ENSG00000135678",-1.33153205074288,"7.81682589661258e-10",1.85920362443574e-08,"CPM","1368",6636,"CPM","1368",1623.15384615385,"CPM","1368",655,"CPM"
"ENSG00000173473",-1.01168523235993,"8.81427375597267e-10",2.07932915176613e-08,"SMARCC1","6599",6354,"SMARCC1","6599",1752.125,"SMARCC1","6599",710.5,"SMARCC1"
"ENSG00000158560",1.55260069832494,"9.14016902618708e-10",2.15035808337935e-08,"DYNC1I1","1780",2950,"DYNC1I1","1780",1933.63636363636,"DYNC1I1","1780",2249,"DYNC1I1"
"ENSG00000171388",2.4704027364583,"9.51477788132382e-10",2.22941532005775e-08,"APLN","8862",3224,"APLN","8862",3224,"APLN","8862",3224,"APLN"
"ENSG00000111981",-1.6153688597525,"9.59190209357604e-10",2.23841171467719e-08,"ULBP1","80329",3211,"ULBP1","80329",3211,"ULBP1","80329",3211,"ULBP1"
"ENSG00000165028",1.33630331595248,"9.62810173775157e-10",2.24383946278057e-08,"NIPSNAP3B","55335",5547,"NIPSNAP3B","55335",2464.33333333333,"NIPSNAP3B","55335",1111,"NIPSNAP3B"
"ENSG00000204186",-1.2715912983581,"1.03656503716111e-09",2.41248337977671e-08,"ZDBF2","57683",10303,"ZDBF2","57683",6998.2,"ZDBF2","57683",8910,"ZDBF2"
